height,weight,label
148,73,normal
132,63,normal
168,66,fat
152,41,thin
173,49,thin
158,47,fat
170,55,fat
124,58,normal
174,37,thin
191,56,thin
158,36,thin
150,43,fat
182,60,thin
187,56,thin
121,46,normal
143,55,normal
193,40,thin
160,59,fat
200,56,thin
138,49,normal
167,64,fat
169,47,thin
187,61,thin
143,47,fat
156,68,normal
196,45,thin
120,37,normal
189,40,thin
199,72,thin
135,73,normal
123,70,normal
125,63,normal
128,55,normal
150,78,normal
176,63,fat
142,39,fat
162,53,fat
199,59,thin
187,61,thin
181,55,thin
169,48,thin
160,71,normal
148,45,fat
144,77,normal
159,70,normal
162,76,normal
135,79,normal
159,40,thin
169,48,thin
163,35,thin
126,65,normal
170,77,normal
135,73,normal
134,47,normal
174,73,fat
129,41,fat
144,58,normal
159,75,normal
172,66,fat
197,67,thin
124,58,normal
166,35,thin
193,78,fat
139,45,fat
191,51,thin
181,71,fat
158,73,normal
148,62,normal
123,38,normal
145,60,normal
139,41,fat
137,62,normal
141,65,normal
150,60,normal
152,49,fat
184,62,thin
146,57,normal
128,59,normal
127,41,normal
154,39,thin
170,61,fat
180,39,thin
156,77,normal
149,80,normal
182,76,fat
162,54,fat
173,67,fat
164,47,thin
146,46,fat
164,79,normal
163,45,thin
183,63,fat
161,57,fat
183,78,fat
185,44,thin
156,53,fat
141,59,normal
168,62,fat
184,59,thin
164,77,normal
150,57,normal
196,64,thin
160,47,thin
177,73,fat
194,44,thin
135,79,normal
136,69,normal
166,55,fat
186,67,fat
174,40,thin
127,47,normal
168,35,thin
128,55,normal
133,67,normal
128,70,normal
158,52,fat
126,44,normal
178,49,thin
138,57,normal
146,79,normal
192,77,fat
190,60,thin
136,78,normal
175,60,fat
195,42,thin
143,39,fat
199,79,fat
160,36,thin
191,42,thin
124,69,normal
175,36,thin
194,67,thin
148,51,fat
196,39,thin
168,64,fat
181,72,fat
141,55,normal
180,63,fat
153,79,normal
150,40,thin
178,52,thin
152,35,thin
136,68,normal
165,77,normal
150,72,normal
195,38,thin
192,48,thin
197,50,thin
138,37,fat
135,39,fat
190,65,thin
159,67,normal
196,47,thin
184,44,thin
168,38,thin
189,58,thin
126,58,normal
160,45,thin
176,76,fat
124,70,normal
120,66,normal
160,71,normal
188,38,thin
127,66,normal
164,52,fat
165,76,normal
166,53,fat
143,42,fat
176,46,thin
183,69,fat
143,72,normal
171,65,fat
156,36,thin
133,70,normal
162,70,normal
136,55,normal
183,77,fat
166,66,fat
189,77,fat
161,37,thin
144,61,normal
142,50,fat
167,42,thin
180,62,fat
185,56,thin
162,58,fat
196,45,thin
137,49,normal
132,75,normal
122,75,normal
180,39,thin
138,58,normal
199,67,thin
142,63,normal
147,57,normal
162,47,thin
134,49,normal
197,80,fat
154,70,normal
135,72,normal
153,47,fat
130,52,normal
152,49,fat
170,55,fat
190,49,thin
142,57,normal
197,80,fat
130,53,normal
135,77,normal
169,50,thin
179,57,thin
137,44,fat
161,56,fat
164,37,thin
142,66,normal
176,53,thin
175,47,thin
175,48,thin
192,47,thin
172,62,fat
194,45,thin
147,66,normal
170,67,fat
127,46,normal
164,65,fat
175,55,thin
156,54,fat
167,69,fat
145,47,fat
190,71,fat
193,46,thin
179,69,fat
125,42,normal
120,66,normal
136,76,normal
149,64,normal
179,39,thin
180,50,thin
163,77,normal
158,79,normal
178,50,thin
182,62,fat
171,80,normal
182,65,fat
124,47,normal
164,55,fat
142,37,thin
196,51,thin
200,60,thin
133,37,fat
193,40,thin
198,46,thin
189,69,fat
198,52,thin
172,61,fat
180,63,fat
187,65,fat
148,42,fat
185,52,thin
197,38,thin
131,67,normal
195,80,fat
180,40,thin
147,46,fat
147,54,fat
160,65,normal
155,51,fat
194,77,fat
194,54,thin
147,65,normal
180,48,thin
139,73,normal
186,40,thin
185,52,thin
139,43,fat
150,51,fat
152,35,thin
121,40,normal
151,55,fat
181,53,thin
125,38,fat
120,57,normal
166,40,thin
190,40,thin
179,41,thin
199,46,thin
163,59,fat
171,54,thin
158,69,normal
150,58,normal
189,51,thin
187,75,fat
121,36,fat
154,56,fat
198,59,thin
138,51,normal
154,51,fat
193,72,fat
160,61,fat
137,48,normal
188,70,fat
139,45,fat
125,53,normal
156,71,normal
130,51,normal
137,44,fat
198,54,thin
178,36,thin
141,64,normal
149,55,fat
183,56,thin
197,47,thin
149,48,fat
126,76,normal
127,49,normal
136,46,fat
131,57,normal
190,40,thin
169,42,thin
126,68,normal
133,73,normal
135,46,normal
134,51,normal
154,52,fat
146,74,normal
170,55,fat
158,38,thin
152,46,fat
126,64,normal
168,51,thin
150,37,thin
138,44,fat
199,36,thin
187,71,fat
185,36,thin
196,51,thin
159,62,fat
175,61,fat
156,40,thin
169,63,fat
185,74,fat
135,66,normal
122,37,fat
122,48,normal
193,64,thin
124,49,normal
121,69,normal
141,75,normal
172,43,thin
198,49,thin
151,43,fat
196,44,thin
187,48,thin
143,71,normal
196,56,thin
188,45,thin
145,40,fat
195,42,thin
166,62,fat
175,43,thin
179,57,thin
130,45,normal
128,48,normal
140,51,normal
148,40,thin
120,39,normal
129,76,normal
136,41,fat
156,60,fat
153,40,thin
128,65,normal
170,67,fat
153,40,thin
142,60,normal
178,79,fat
129,67,normal
191,62,thin
173,58,fat
143,55,normal
139,45,fat
131,57,normal
123,41,normal
152,63,normal
131,46,normal
138,45,fat
124,68,normal
195,63,thin
190,62,thin
180,78,fat
143,37,thin
179,59,thin
185,47,thin
178,49,thin
133,60,normal
142,57,normal
131,64,normal
200,40,thin
154,71,normal
143,52,normal
198,59,thin
142,35,thin
161,56,fat
200,36,thin
160,45,thin
182,40,thin
191,77,fat
131,68,normal
155,65,normal
141,55,normal
143,74,normal
175,77,normal
165,56,fat
131,68,normal
191,40,thin
173,45,thin
140,43,fat
122,68,normal
128,49,normal
125,59,normal
189,60,thin
178,39,thin
185,76,fat
198,61,thin
141,45,fat
170,38,thin
131,75,normal
195,45,thin
165,70,normal
159,38,thin
131,66,normal
171,50,thin
163,71,normal
155,57,fat
182,49,thin
169,37,thin
170,54,fat
154,59,fat
134,74,normal
144,72,normal
150,70,normal
165,64,fat
179,37,thin
186,47,thin
194,70,fat
173,39,thin
156,59,fat
180,47,thin
124,40,normal
153,47,fat
162,46,thin
181,41,thin
189,36,thin
148,58,normal
193,65,thin
178,36,thin
196,53,thin
154,73,normal
141,45,fat
196,57,thin
140,35,thin
158,75,normal
131,41,fat
165,68,fat
124,37,fat
144,75,normal
163,36,thin
150,51,fat
197,45,thin
141,79,normal
124,70,normal
157,36,thin
166,78,normal
194,72,fat
177,48,thin
188,49,thin
200,52,thin
194,65,thin
166,67,fat
131,71,normal
200,67,thin
190,48,thin
199,51,thin
168,59,fat
125,77,normal
143,71,normal
150,69,normal
161,57,fat
157,72,normal
171,64,fat
161,47,thin
191,58,thin
194,44,thin
184,45,thin
181,40,thin
131,65,normal
147,41,fat
179,56,thin
193,60,thin
132,40,fat
192,71,fat
160,55,fat
136,47,normal
178,65,fat
198,75,fat
167,51,thin
177,48,thin
167,52,fat
161,44,thin
186,72,fat
193,48,thin
180,53,thin
164,75,normal
157,51,fat
188,71,fat
152,58,normal
177,52,thin
156,38,thin
171,49,thin
191,65,thin
170,36,thin
136,60,normal
187,49,thin
172,55,fat
178,41,thin
193,62,thin
131,55,normal
199,71,thin
191,53,thin
146,59,normal
173,74,fat
193,57,thin
131,61,normal
169,49,thin
168,57,fat
190,63,thin
180,37,thin
171,35,thin
183,80,fat
122,45,normal
120,45,normal
160,59,fat
147,51,fat
128,55,normal
131,64,normal
198,57,thin
138,70,normal
127,53,normal
150,78,normal
160,51,fat
169,69,fat
190,62,thin
122,39,normal
131,50,normal
165,61,fat
147,39,thin
179,39,thin
151,49,fat
189,45,thin
128,68,normal
127,72,normal
172,77,normal
167,46,thin
150,36,thin
164,64,fat
173,56,fat
157,61,fat
199,76,fat
122,51,normal
188,37,thin
161,48,fat
137,56,normal
186,48,thin
157,56,fat
135,67,normal
145,41,fat
194,70,fat
200,59,thin
136,52,normal
195,38,thin
128,40,fat
180,74,fat
163,72,normal
154,79,normal
123,49,normal
150,52,fat
180,38,thin
131,75,normal
197,66,thin
177,68,fat
127,38,fat
179,47,thin
148,78,normal
127,76,normal
180,52,thin
160,69,normal
182,78,fat
163,73,normal
134,76,normal
167,60,fat
148,79,normal
142,40,fat
200,57,thin
186,55,thin
182,78,fat
155,49,fat
158,46,thin
163,51,fat
143,48,fat
180,53,thin
154,44,fat
143,48,fat
199,63,thin
130,53,normal
194,49,thin
179,74,fat
137,75,normal
181,55,thin
195,70,thin
185,71,fat
197,57,thin
178,43,thin
143,46,fat
151,67,normal
129,53,normal
162,60,fat
143,54,normal
177,63,fat
143,63,normal
132,37,fat
196,71,thin
126,74,normal
173,75,normal
149,59,normal
163,37,thin
164,72,normal
183,58,thin
176,70,fat
157,47,fat
161,63,fat
137,67,normal
169,73,normal
151,79,normal
169,50,thin
139,47,fat
177,74,fat
157,43,thin
154,73,normal
160,51,fat
141,58,normal
132,72,normal
177,78,fat
195,56,thin
171,78,normal
194,42,thin
127,42,normal
127,57,normal
157,46,fat
174,66,fat
199,72,thin
183,36,thin
168,42,thin
153,61,normal
123,60,normal
171,61,fat
149,76,normal
138,60,normal
137,37,fat
164,43,thin
146,43,fat
129,72,normal
146,78,normal
186,43,thin
127,80,normal
192,73,fat
152,46,fat
164,51,fat
137,53,normal
167,57,fat
127,70,normal
193,46,thin
156,53,fat
176,49,thin
159,78,normal
167,38,thin
139,35,thin
143,72,normal
131,42,fat
146,60,normal
194,71,fat
176,42,thin
131,50,normal
195,43,thin
158,62,fat
149,41,thin
139,72,normal
158,77,normal
129,52,normal
179,47,thin
168,75,normal
131,55,normal
125,35,fat
149,42,fat
149,67,normal
161,46,thin
186,40,thin
168,75,normal
159,79,normal
132,39,fat
165,74,normal
178,47,thin
188,80,fat
136,70,normal
199,55,thin
141,48,fat
120,55,normal
128,65,normal
167,78,normal
175,71,fat
125,61,normal
174,72,fat
188,50,thin
137,46,fat
123,51,normal
171,73,fat
158,45,thin
158,68,normal
151,71,normal
173,80,normal
185,57,thin
135,42,fat
172,52,thin
145,77,normal
120,75,normal
150,55,fat
191,36,thin
127,37,fat
154,57,fat
144,74,normal
121,36,fat
146,60,normal
120,68,normal
148,42,fat
197,69,thin
182,51,thin
166,78,normal
178,56,thin
150,37,thin
124,50,normal
178,73,fat
126,62,normal
200,61,thin
123,64,normal
156,35,thin
178,35,thin
131,55,normal
141,75,normal
164,75,normal
200,40,thin
151,54,fat
155,39,thin
126,66,normal
169,57,fat
177,78,fat
172,56,fat
159,63,fat
188,45,thin
173,54,thin
120,77,normal
159,80,normal
194,36,thin
180,42,thin
131,45,normal
183,75,fat
151,58,normal
123,50,normal
186,56,thin
143,47,fat
189,75,fat
140,76,normal
173,67,fat
186,48,thin
187,57,thin
163,42,thin
191,54,thin
186,61,thin
132,54,normal
164,40,thin
180,73,fat
189,72,fat
187,56,thin
183,38,thin
133,53,normal
126,64,normal
171,73,fat
162,76,normal
196,47,thin
124,62,normal
165,70,normal
123,37,fat
149,49,fat
127,76,normal
158,68,normal
162,57,fat
136,69,normal
200,51,thin
149,42,fat
144,46,fat
146,41,fat
147,66,normal
172,78,normal
183,57,thin
169,69,fat
151,44,fat
197,41,thin
140,75,normal
171,80,normal
181,48,thin
160,36,thin
133,67,normal
149,46,fat
159,66,normal
195,71,fat
200,41,thin
127,55,normal
177,58,fat
131,49,normal
192,35,thin
185,40,thin
158,37,thin
125,73,normal
143,74,normal
136,58,normal
143,42,fat
143,58,normal
136,52,normal
186,61,thin
153,70,normal
155,77,normal
181,79,fat
154,59,fat
159,55,fat
176,70,fat
172,41,thin
188,41,thin
144,36,thin
176,45,thin
143,41,fat
127,71,normal
183,54,thin
132,42,fat
149,43,fat
123,65,normal
181,51,thin
188,35,thin
166,37,thin
138,74,normal
153,56,fat
160,60,fat
161,57,fat
173,42,thin
193,51,thin
138,71,normal
127,46,normal
152,68,normal
162,62,fat
132,63,normal
135,40,fat
175,78,normal
164,61,fat
145,67,normal
142,72,normal
162,64,fat
165,60,fat
198,38,thin
136,67,normal
122,40,normal
177,52,thin
125,75,normal
128,46,normal
148,37,thin
165,41,thin
144,73,normal
198,58,thin
121,44,normal
143,66,normal
165,79,normal
121,68,normal
155,59,fat
192,48,thin
175,77,normal
170,42,thin
154,78,normal
147,75,normal
179,61,fat
177,45,thin
140,70,normal
160,50,fat
152,67,normal
170,66,fat
122,75,normal
161,71,normal
186,78,fat
191,62,thin
132,73,normal
151,69,normal
188,75,fat
154,61,normal
128,74,normal
138,37,fat
127,53,normal
124,47,normal
120,79,normal
144,74,normal
143,50,fat
153,80,normal
172,54,thin
146,43,fat
136,44,fat
126,76,normal
160,57,fat
138,54,normal
177,59,fat
155,65,normal
141,51,normal
131,52,normal
132,56,normal
199,48,thin
139,77,normal
125,37,fat
169,48,thin
120,60,normal
160,73,normal
146,72,normal
164,65,fat
166,48,thin
144,36,thin
125,64,normal
139,64,normal
177,54,thin
190,78,fat
158,45,thin
129,41,fat
120,41,normal
164,70,normal
144,63,normal
164,61,fat
184,61,thin
153,71,normal
126,38,fat
148,40,thin
180,39,thin
145,56,normal
160,66,normal
177,80,normal
123,66,normal
154,75,normal
129,52,normal
191,79,fat
180,47,thin
180,67,fat
172,37,thin
176,40,thin
180,52,thin
129,69,normal
199,36,thin
143,39,fat
191,43,thin
137,40,fat
156,68,normal
168,62,fat
146,52,fat
150,43,fat
171,66,fat
165,60,fat
136,56,normal
161,64,fat
154,72,normal
178,44,thin
145,78,normal
145,51,fat
199,61,thin
192,65,thin
167,68,fat
169,66,fat
199,62,thin
138,61,normal
163,65,fat
135,70,normal
199,72,thin
200,69,thin
161,45,thin
174,48,thin
137,57,normal
140,66,normal
160,37,thin
166,42,thin
137,39,fat
150,79,normal
149,38,thin
167,58,fat
141,38,fat
188,72,fat
143,48,fat
137,74,normal
160,42,thin
125,39,fat
122,48,normal
167,41,thin
133,50,normal
178,45,thin
127,66,normal
195,80,fat
192,59,thin
183,43,thin
187,43,thin
156,43,thin
129,47,normal
155,75,normal
136,45,fat
130,75,normal
144,52,normal
124,55,normal
171,45,thin
195,69,thin
168,37,thin
136,55,normal
189,37,thin
181,44,thin
135,43,fat
154,49,fat
143,52,normal
128,68,normal
162,71,normal
134,64,normal
191,79,fat
169,58,fat
187,47,thin
125,80,normal
166,35,thin
180,48,thin
183,70,fat
192,36,thin
144,36,thin
173,74,fat
134,57,normal
178,43,thin
138,45,fat
124,37,fat
144,52,normal
164,57,fat
178,52,thin
188,71,fat
167,74,normal
145,35,thin
147,55,normal
128,56,normal
143,63,normal
136,72,normal
150,42,fat
182,57,thin
173,72,fat
152,69,normal
175,35,thin
187,53,thin
195,38,thin
173,70,fat
137,65,normal
188,67,fat
147,42,fat
145,35,thin
186,75,fat
186,50,thin
133,53,normal
140,36,thin
197,49,thin
131,60,normal
147,66,normal
132,39,fat
193,70,fat
154,49,fat
131,42,fat
128,35,fat
140,73,normal
190,77,fat
177,55,thin
138,73,normal
134,51,normal
180,52,thin
190,59,thin
165,40,thin
175,35,thin
146,66,normal
147,76,normal
151,48,fat
164,41,thin
176,55,thin
188,54,thin
166,55,fat
129,79,normal
186,47,thin
181,64,fat
169,44,thin
192,63,thin
161,62,fat
166,59,fat
126,35,fat
131,50,normal
200,48,thin
148,63,normal
180,42,thin
127,46,normal
151,62,normal
192,72,fat
179,50,thin
173,59,fat
145,71,normal
153,78,normal
163,67,normal
124,65,normal
186,37,thin
132,36,fat
188,57,thin
128,42,normal
174,48,thin
131,45,normal
121,69,normal
152,49,fat
173,59,fat
137,62,normal
189,76,fat
128,79,normal
192,41,thin
200,55,thin
161,48,fat
156,52,fat
187,44,thin
127,59,normal
120,80,normal
126,52,normal
131,44,normal
139,41,fat
194,80,fat
158,46,thin
155,45,fat
138,57,normal
179,63,fat
183,59,thin
181,66,fat
165,64,fat
159,46,thin
137,58,normal
120,35,fat
123,42,normal
125,73,normal
186,79,fat
147,40,fat
155,61,normal
145,59,normal
148,41,fat
134,41,fat
163,44,thin
145,71,normal
193,78,fat
173,42,thin
149,39,thin
194,66,thin
190,78,fat
184,62,thin
130,59,normal
121,42,normal
143,67,normal
175,73,fat
159,65,normal
143,46,fat
172,63,fat
158,78,normal
190,44,thin
183,64,fat
195,56,thin
136,47,normal
151,79,normal
128,78,normal
151,56,fat
198,76,fat
120,56,normal
136,53,normal
141,66,normal
154,56,fat
172,53,thin
154,44,fat
142,79,normal
147,36,thin
186,45,thin
156,72,normal
194,55,thin
190,50,thin
133,65,normal
138,48,normal
122,73,normal
130,50,normal
155,46,fat
191,55,thin
159,62,fat
178,74,fat
172,75,normal
183,57,thin
127,72,normal
128,64,normal
170,62,fat
138,63,normal
139,77,normal
149,35,thin
169,62,fat
164,44,thin
123,72,normal
168,46,thin
193,72,fat
150,51,fat
196,52,thin
149,46,fat
159,52,fat
182,39,thin
200,58,thin
183,61,thin
126,53,normal
120,39,normal
193,79,fat
157,62,normal
163,62,fat
122,62,normal
196,40,thin
182,41,thin
131,77,normal
151,54,fat
197,53,thin
185,57,thin
130,63,normal
199,41,thin
184,75,fat
188,68,fat
200,49,thin
155,48,fat
194,42,thin
165,76,normal
187,45,thin
128,52,normal
133,48,normal
147,57,normal
126,72,normal
145,57,normal
164,71,normal
136,62,normal
161,56,fat
148,46,fat
151,47,fat
179,58,thin
178,74,fat
133,64,normal
193,52,thin
200,46,thin
191,38,thin
163,76,normal
179,41,thin
125,57,normal
151,59,normal
178,54,thin
171,62,fat
127,72,normal
179,64,fat
182,52,thin
124,71,normal
126,42,normal
179,79,fat
151,59,normal
149,68,normal
185,37,thin
126,40,normal
173,48,thin
183,60,thin
126,68,normal
197,53,thin
168,48,thin
153,55,fat
181,44,thin
131,65,normal
148,38,thin
132,62,normal
150,45,fat
157,72,normal
190,50,thin
131,50,normal
182,50,thin
159,64,normal
151,76,normal
196,40,thin
170,52,thin
167,77,normal
183,78,fat
181,51,thin
151,61,normal
133,50,normal
190,65,thin
171,51,thin
167,50,thin
196,78,fat
147,67,normal
121,53,normal
183,57,thin
200,57,thin
137,73,normal
192,50,thin
166,40,thin
150,44,fat
140,76,normal
195,62,thin
184,67,fat
179,37,thin
147,70,normal
161,50,fat
150,75,normal
131,59,normal
126,47,normal
193,38,thin
152,43,fat
135,36,fat
165,52,fat
134,77,normal
128,45,normal
179,66,fat
173,61,fat
194,62,thin
124,79,normal
162,67,normal
138,62,normal
148,74,normal
188,63,thin
178,76,fat
134,76,normal
183,58,thin
172,63,fat
148,60,normal
168,59,fat
120,69,normal
191,69,fat
190,53,thin
152,53,fat
150,67,normal
167,38,thin
131,57,normal
120,69,normal
170,43,thin
120,51,normal
198,43,thin
167,54,fat
200,51,thin
176,66,fat
122,37,fat
197,50,thin
129,41,fat
184,59,thin
179,53,thin
161,79,normal
163,35,thin
191,50,thin
176,57,thin
126,71,normal
152,50,fat
166,65,fat
162,72,normal
127,72,normal
147,75,normal
192,75,fat
184,42,thin
127,35,fat
156,70,normal
136,67,normal
134,77,normal
188,71,fat
140,47,fat
178,50,thin
127,71,normal
190,70,fat
197,35,thin
196,49,thin
155,72,normal
120,64,normal
136,76,normal
161,71,normal
133,59,normal
120,43,normal
139,63,normal
184,46,thin
178,79,fat
148,61,normal
174,49,thin
123,48,normal
167,57,fat
122,58,normal
162,48,thin
126,35,fat
176,63,fat
122,70,normal
189,77,fat
196,79,fat
128,61,normal
163,75,normal
151,51,fat
182,75,fat
153,59,normal
164,70,normal
144,59,normal
136,77,normal
195,55,thin
152,74,normal
179,52,thin
179,73,fat
178,37,thin
161,52,fat
149,47,fat
126,54,normal
161,40,thin
191,61,thin
156,45,thin
185,64,fat
195,45,thin
150,44,fat
157,47,fat
198,59,thin
132,72,normal
138,61,normal
174,35,thin
162,61,fat
133,61,normal
147,44,fat
156,48,fat
167,74,normal
175,35,thin
200,58,thin
174,74,fat
181,48,thin
121,75,normal
150,48,fat
160,62,fat
121,65,normal
198,42,thin
198,48,thin
142,79,normal
186,49,thin
120,56,normal
140,71,normal
160,75,normal
136,70,normal
182,41,thin
160,41,thin
156,65,normal
156,68,normal
148,59,normal
176,73,fat
157,53,fat
140,36,thin
199,57,thin
133,80,normal
190,54,thin
135,69,normal
164,78,normal
181,75,fat
139,57,normal
137,35,fat
200,39,thin
144,77,normal
196,39,thin
157,60,fat
191,58,thin
190,42,thin
129,49,normal
169,59,fat
166,72,normal
129,78,normal
182,48,thin
173,38,thin
171,77,normal
140,38,fat
132,60,normal
124,36,fat
190,50,thin
177,46,thin
198,48,thin
140,55,normal
150,36,thin
121,70,normal
168,38,thin
197,41,thin
120,65,normal
140,59,normal
129,75,normal
185,56,thin
183,51,thin
160,40,thin
123,73,normal
192,70,fat
132,63,normal
198,53,thin
200,79,fat
164,78,normal
159,56,fat
168,54,fat
182,70,fat
168,52,thin
190,55,thin
184,41,thin
156,69,normal
128,79,normal
129,76,normal
180,72,fat
190,64,thin
120,35,fat
160,63,fat
130,65,normal
137,47,normal
136,50,normal
169,53,fat
162,76,normal
163,56,fat
157,37,thin
175,78,normal
170,49,thin
174,48,thin
123,66,normal
193,37,thin
165,42,thin
148,59,normal
168,42,thin
164,44,thin
146,77,normal
200,37,thin
147,79,normal
144,52,normal
144,76,normal
151,68,normal
128,76,normal
169,53,fat
132,49,normal
157,69,normal
199,45,thin
135,49,normal
144,77,normal
156,66,normal
144,48,fat
188,46,thin
148,53,fat
189,73,fat
129,45,normal
156,72,normal
136,42,fat
183,53,thin
179,77,fat
195,43,thin
160,46,thin
195,51,thin
145,63,normal
200,75,fat
130,80,normal
135,51,normal
170,59,fat
147,49,fat
183,73,fat
175,46,thin
173,48,thin
148,72,normal
169,49,thin
156,68,normal
167,75,normal
145,36,thin
167,43,thin
184,46,thin
172,58,fat
127,61,normal
174,45,thin
163,71,normal
163,51,fat
185,58,thin
170,46,thin
130,78,normal
150,43,fat
137,54,normal
151,56,fat
153,44,fat
162,70,normal
173,61,fat
122,69,normal
198,46,thin
168,41,thin
190,64,thin
175,75,fat
196,54,thin
130,56,normal
161,58,fat
128,61,normal
132,79,normal
180,48,thin
187,62,thin
165,48,thin
196,60,thin
127,60,normal
165,46,thin
125,38,fat
135,45,fat
160,72,normal
198,43,thin
149,55,fat
138,52,normal
199,71,thin
167,68,fat
185,55,thin
177,49,thin
162,66,normal
194,76,fat
138,74,normal
156,47,fat
190,62,thin
145,42,fat
174,52,thin
124,65,normal
170,46,thin
139,35,thin
144,80,normal
144,46,fat
120,77,normal
166,76,normal
149,75,normal
149,45,fat
140,67,normal
159,36,thin
137,59,normal
163,41,thin
142,77,normal
191,58,thin
190,51,thin
192,79,fat
180,73,fat
177,60,fat
194,73,fat
182,46,thin
172,71,fat
133,78,normal
120,61,normal
140,77,normal
177,48,thin
120,59,normal
184,44,thin
128,66,normal
188,72,fat
130,57,normal
191,52,thin
150,68,normal
128,69,normal
196,76,fat
128,72,normal
197,76,fat
145,71,normal
130,43,normal
185,43,thin
158,49,fat
121,48,normal
139,59,normal
161,72,normal
192,53,thin
189,76,fat
192,63,thin
124,43,normal
160,78,normal
122,51,normal
152,62,normal
178,51,thin
127,40,fat
126,45,normal
179,39,thin
121,50,normal
185,77,fat
147,52,fat
188,71,fat
196,63,thin
131,67,normal
183,44,thin
123,59,normal
161,46,thin
147,73,normal
190,70,fat
170,78,normal
155,80,normal
130,80,normal
165,46,thin
196,71,thin
182,54,thin
136,74,normal
152,40,thin
174,44,thin
171,48,thin
121,52,normal
139,42,fat
192,73,fat
170,39,thin
132,56,normal
195,36,thin
154,46,fat
146,70,normal
168,36,thin
136,73,normal
144,72,normal
190,46,thin
195,75,fat
170,48,thin
155,41,thin
168,61,fat
197,65,thin
128,49,normal
150,71,normal
125,62,normal
169,55,fat
169,44,thin
153,53,fat
123,37,fat
194,41,thin
156,48,fat
154,58,fat
187,65,fat
166,38,thin
147,66,normal
129,35,fat
155,55,fat
170,72,fat
180,54,thin
173,59,fat
179,48,thin
161,77,normal
168,44,thin
199,44,thin
168,68,fat
171,78,normal
124,41,normal
199,68,thin
170,61,fat
184,70,fat
198,58,thin
165,47,thin
176,80,normal
151,61,normal
179,76,fat
120,37,normal
144,40,fat
187,69,fat
169,45,thin
121,79,normal
154,37,thin
174,37,thin
188,39,thin
132,72,normal
149,50,fat
170,45,thin
191,55,thin
142,62,normal
123,61,normal
183,57,thin
120,47,normal
135,60,normal
136,65,normal
130,67,normal
146,80,normal
137,51,normal
167,55,fat
147,67,normal
124,58,normal
200,62,thin
127,76,normal
168,76,normal
146,78,normal
143,43,fat
168,37,thin
133,63,normal
127,50,normal
152,50,fat
151,71,normal
137,63,normal
147,55,normal
127,79,normal
150,35,thin
167,42,thin
139,52,normal
200,47,thin
154,45,fat
181,47,thin
122,57,normal
194,39,thin
151,48,fat
197,58,thin
199,76,fat
121,60,normal
198,73,fat
139,57,normal
177,77,fat
161,65,normal
187,78,fat
156,55,fat
176,78,normal
138,47,fat
179,42,thin
158,67,normal
171,74,normal
148,71,normal
167,45,thin
122,48,normal
184,68,fat
181,75,fat
194,53,thin
130,40,fat
167,49,thin
150,48,fat
157,44,thin
197,64,thin
120,62,normal
133,58,normal
140,48,fat
198,61,thin
142,77,normal
167,77,normal
166,57,fat
136,66,normal
169,40,thin
178,71,fat
120,52,normal
123,69,normal
171,49,thin
138,70,normal
138,54,normal
168,73,normal
169,37,thin
129,62,normal
186,67,fat
184,75,fat
149,41,thin
133,64,normal
139,75,normal
153,67,normal
150,72,normal
143,49,fat
149,65,normal
137,71,normal
157,75,normal
184,35,thin
149,35,thin
129,50,normal
168,77,normal
182,58,thin
168,57,fat
127,74,normal
145,41,fat
186,65,fat
199,36,thin
143,57,normal
174,45,thin
200,61,thin
165,63,fat
191,77,fat
154,79,normal
159,40,thin
138,78,normal
123,57,normal
195,59,thin
185,54,thin
127,41,normal
155,74,normal
164,52,fat
141,68,normal
164,73,normal
163,37,thin
149,71,normal
179,42,thin
170,58,fat
154,51,fat
196,56,thin
168,64,fat
142,40,fat
128,35,fat
148,52,fat
147,52,fat
122,38,normal
200,48,thin
189,56,thin
197,56,thin
192,68,thin
123,65,normal
188,39,thin
139,59,normal
129,38,fat
129,57,normal
135,58,normal
165,37,thin
123,51,normal
158,42,thin
156,58,fat
140,60,normal
159,46,thin
159,72,normal
145,55,normal
162,49,fat
199,62,thin
153,42,thin
190,77,fat
178,52,thin
184,43,thin
170,73,normal
181,36,thin
156,45,thin
193,68,thin
145,50,fat
155,68,normal
122,39,normal
139,44,fat
177,61,fat
192,37,thin
139,49,normal
174,45,thin
122,65,normal
156,75,normal
124,62,normal
169,53,fat
154,39,thin
183,52,thin
148,71,normal
136,72,normal
172,38,thin
195,60,thin
184,60,thin
199,36,thin
200,53,thin
123,36,fat
158,36,thin
164,57,fat
183,41,thin
167,40,thin
185,79,fat
128,42,normal
168,53,fat
176,70,fat
151,50,fat
124,76,normal
200,46,thin
162,74,normal
121,75,normal
180,65,fat
156,58,fat
183,52,thin
170,52,thin
146,73,normal
199,37,thin
184,51,thin
162,78,normal
155,49,fat
141,62,normal
123,49,normal
160,76,normal
200,46,thin
195,77,fat
182,72,fat
155,42,thin
148,78,normal
146,36,thin
190,47,thin
127,58,normal
132,65,normal
200,80,fat
132,58,normal
120,61,normal
167,35,thin
190,61,thin
192,68,thin
185,52,thin
152,69,normal
126,58,normal
138,62,normal
137,51,normal
129,58,normal
129,36,fat
150,57,normal
120,49,normal
152,54,fat
127,70,normal
197,43,thin
176,75,fat
137,39,fat
162,59,fat
136,52,normal
153,66,normal
194,51,thin
169,44,thin
175,71,fat
166,37,thin
120,53,normal
184,63,fat
